Ticker,Name,Exchange
SVR,Syniverse Holdings Inc,NYSE
SVR,Tsi Telecommunication Holdings LLC,
SVSE,Silver Star Energy Inc,OTC
SVSN,Stereo Vision Entertainment Inc,OTC
SVSO,Sheervision Inc,OTC
SVSSF,Seven Seas Petroleum Inc,
SVT,Servotronics Inc,NYSE MKT
SVTLE,Sivault Systems Inc,
SVU,Supervalu Inc,NYSE
SVVC,Firsthand Technology Value Fund Inc,NASDAQ
SVVS,Savvis Inc,
SVXP,Sovereign Exploration Associates International Inc,
SVYR,Savoy Resources Corp,
SWAT,Pepperball Technologies Inc,NYSE ARCA
SWAY,Starwood Waypoint Residential Trust,NYSE
SWBD,Switchboard Inc,
SWBT,Amegy Bancorporation Inc,
SWC,Stillwater Mining Co,NYSE
SWCAU,Healthcare Corp Of America,
SWCB,Southwest Community Bancorp,OTCBB
SWCC,Southwest Casino Corp,OTC
SWDE,Casey Container Corp,
SWDZ,Eco-tek Group Inc,
SWEB,Invictus Financial Inc,
SWFT,Swift Transportation Co Inc,NYSE
SWFT,Swift Transportation Co,NYSE
SWGP,Heavy Earth Resources Inc,
SWHC,Smith & Wesson Holding Corp,NASDAQ
SWHI,Sonomawest Holdings Inc,
SWHN,Swissinso Holding Inc,OTC
SWI,Solarwinds Inc,NYSE
SWIM,Anthony & Sylvan Pools Corp,
SWK,Stanley Black & Decker Inc,NYSE
SWKS,Skyworks Solutions Inc,NASDAQ
SWM,Schweitzer Mauduit International Inc,NYSE
SWME,Swiss Medica Inc,
SWN,Southwestern Energy Co,NYSE
SWRG,Smith & Wollensky Restaurant Group Inc,
SWRI,Seawright Holdings Inc,OTC
SWRL,U-swirl Inc,OTC
SWS,SWS Group Inc,NYSE
SWSH,Swisher Hygiene Inc,NASDAQ
SWSI,Superior Well Services Inc,
SWTR,Centaurus Diamond Technologies Inc,
SWTS,Sweet Success Enterprises Inc,
SWTX,Southwall Technologies Inc,NASDAQ
SWVI,Swingplane Ventures Inc,OTCBB
SWW,Sitel Corp,
SWWC,Southwest Water Co,
SWWI,Simon Worldwide Inc,OTC
SWX,Southwest Gas Corp,NYSE
SWY,Safeway Inc,NYSE
SWYC,Skyway Communications Holding Corp,
SWZ,Swiss Helvetia Fund Inc,NYSE
SXC,Suncoke Energy Inc,NYSE
SXCI,Catamaran Corp,
SXCP,Suncoke Energy Partners LP,NYSE
SXE,Stanley Inc,NYSE
SXE,Southcross Energy Partners LP,NYSE
SXI,Standex International Corp,NYSE
SXL,Sunoco Logistics Partners LP,NYSE
SXT,Sensient Technologies Corp,NYSE
SYA,Symetra Financial Corp,NYSE
SYBF,Syntec Biofuel Inc,OTC
SYBR,Synergy Brands Inc,
SYBS,Sybase Inc,NYSE
SYBT,S Y Bancorp Inc,NASDAQ
SYCI,Syndication Net Com Inc,
SYD,Sybron Dental Specialties Inc,
SYEV,Seychelle Environmental Technologies Inc,OTC
SYFS,Syndicated Food Service International Inc,
SYGR,Synagro Technologies Inc,NYSE ARCA
SYI,Alteon Inc,
SYK,Stryker Corp,NYSE
SYKE,Sykes Enterprises Inc,NASDAQ
SYLN,Sylvan Inc,
SYMBA,Symbollon Corp,OTC
SYMC,Symantec Corp,NASDAQ
SYMM,Symmetricom Inc,NASDAQ
SYMX,Synthesis Energy Systems Inc,NASDAQ
SYNA,Synaptics Inc,NASDAQ
SYNC,Intellisync Corp,NASDAQ
SYNC,Synacor Inc,NASDAQ
SYNF,Synergy Financial Group Inc,
SYNF,Synergy Financial Group Inc,
SYNL,Synalloy Corp,NASDAQ
SYNM,Syntroleum Corp,NASDAQ
SYNO,Synovis Life Technologies Inc,
SYNP,Synplicity Inc,
SYNT,Syntel Inc,NASDAQ
SYNW,Sync2 Networks Corp,OTC
SYNX,Synergx Systems Inc,
SYPR,Sypris Solutions Inc,NASDAQ
SYRG,Synergy Resources Corp,NYSE MKT
SYS,Kratos Technology & Training Solutions Inc,NYSE MKT
SYSC,Xa Inc,
SYSN,Synetics Solutions Inc,
SYTE,Sitestar Corp,OTCBB
SYVC,Synovics Pharmaceuticals,OTC
SYX,Systemax Inc,NYSE
SYXI,Ixys Corp,
SYY,Sysco Corp,NYSE
SYYC,Sydys Corp,OTC
SZ,Worldwide Restaurant Concepts Inc,
SZB,Southfirst Bancshares Inc,
SZC,Cushing Renaissance Fund,NYSE
SZF,Jardine Fleming India Fund Inc,
SZH,Savannah Electric & Power Co,NYSE
SZMD,SZM Distributors Inc,
SZYM,Solazyme Inc,NASDAQ
T,At&t Corp,NYSE
T,At&t Inc,NYSE
T,Buckhead Community Bancorp Inc,NYSE
TA,Travelcenters Of America LLC,NYSE
TAAA,Triple A Medical Inc,
TACN,Tradeon Inc,
TACQ,Minrad International Inc,NYSE MKT
TACT,Transact Technologies Inc,NASDAQ
TADF,Tactical Air Defense Services Inc,OTC
TAEC,Todays Alternative Energy Corp,OTC
TAEI,Tonix Pharmaceuticals Holding Corp,NASDAQ
TAGG,Taglikeme Corp,OTC
TAGS,Tarrant Apparel Group,NYSE ARCA
TAGS,Teucrium Commodity Trust,NYSE ARCA
TAI,Transamerica Income Shares Inc,NYSE
TAIT,Taitron Components Inc,NASDAQ
TAL,Tal International Group Inc,NYSE
TALK,Tel Save Com Inc,OTC
TALK,Italk Inc,OTC
TALL,Activecore Technologies Inc,
TALN,Talon International Inc,OTC
TALX,Talx Corp,
TAM,Titanium Asset Management Corp,NYSE
TAM,Taminco Corp,NYSE
TAMO,Tamm Oil & Gas Corp,OTC
TAOM,Tao Minerals LTD,NYSE
TAP,Molson Coors Brewing Co,NYSE
TAP,Travelers Property Casualty Corp,NYSE
TAQ,Transforma Acquisition Group Inc,NYSE MKT
TARG,Target Logistics Inc,
TARG,Targanta Therapeutics Corp,NASDAQ
TARM,Tara Minerals Corp,OTC
TAROF,Taro Pharmaceutical Industries LTD,NYSE
TARR,Tarragon Corp,
TASR,Taser International Inc,NASDAQ
TAST,Carrols Restaurant Group Inc,NASDAQ
TAT,Transatlantic Petroleum LTD,NYSE MKT
TAX,JTH Holding Inc,NASDAQ
TAXI,Medallion Financial Corp,NASDAQ
TAXS,Taxmasters Inc,
TAYC,Taylor Capital Group Inc,NASDAQ
TAYD,Taylor Devices Inc,NASDAQ
TBA,Tba Entertainment Corp,
TBAC,Tandy Brands Accessories Inc,NASDAQ
TBBC,Enter Corp,OTC
TBBK,Bancorp Inc,NASDAQ
TBC,Tasty Baking Co,
TBCC,TBC Corp,
TBD,Awareness For Teens Inc,
TBD,Darkstar Ventures Inc,
TBD,Lion Consulting Group Inc,
TBD,Top To Bottom Pressure Washing Inc,
TBD,Lollipop Corp,
TBD,Olivia Inc,
TBDI,TMBR Sharp Drilling Inc,
TBGU,Tiens Biotech Group USA Inc,
TBHS,Bank Holdings,OTC
TBI,Brown Tom Inc,NYSE
TBI,Trueblue Inc,NYSE
TBIO,Transgenomic Inc,OTC
TBJK,Timberjack Sporting Supplies Inc,
TBL,Timberland Co,
TBLC,Timberline Resources Corp,NYSE MKT
TBLZ,Trailblazer Resources Inc,OTC
TBNC,Superior Bancorp,OTC
TBNK,Territorial Bancorp Inc,NASDAQ
TBOW,Trunkbow International Holdings LTD,NASDAQ
TBRE,Numobile Inc,
TBSI,TBS International LTD,
TBSI,TBS International PLC,
TBTC,Table Trac Inc,OTC
TBTI,Telebyte Technology Inc,
TBUS,Dri Corp,
TBWC,TB Woods Corp,
TBYH,T Bay Holdings Inc,OTC
TC,Thompson Creek Metals Co Inc,NYSE
TCAHQ,Touch America Holdings Inc,NYSE ARCA
TCAM,Transport Corporation Of America Inc,
TCAP,Triangle Capital Corp,NYSE
TCAR,Tendercare International Inc,
TCAY,Qwick Media Inc,
TCB,TCF Financial Corp,NYSE
TCBA,Tarpon Coast Bancorp Inc,
TCBI,Texas Capital Bancshares Inc,NASDAQ
TCBK,Trico Bancshares,NASDAQ
TCC,Trammell Crow Co,NYSE
TCCC,3ci Complete Compliance Corp,OTC
TCCO,Technical Communications Corp,NASDAQ
TCFC,Community Financial Corp,NASDAQ
TCHL,Renewal Fuels Inc,OTC
TCI,Transcontinental Realty Investors Inc,NYSE
TCLL,Tricell Inc,
TCMI,Triple Crown Media Inc,
TCNH,Accelpath Inc,
TCO,Taubman Centers Inc,NYSE
TCOMOTCBB,Subaye Inc,NASDAQ
TCP,TC Pipelines LP,NYSE
TCPC,TCP Capital Corp,NASDAQ
TCPW,Tech Power Inc,OTC
TCR,Cornerstone Realty Income Trust Inc,
TCRD,THL Credit Inc,NASDAQ
TCS,Container Store Group Inc,NYSE
TCSR,University General Health System Inc,
TCT,Town & Country Trust,
TCW,Triplecrown Acquisition Corp,NYSE MKT
TCWF,Templeton China World Fund,
TCX,Tucows Inc,NASDAQ
TCXB,Medican Enterprises Inc,OTCBB
TDBK,Tidelands Bancshares Inc,OTC
TDC,Teradata Corp,NYSE
TDCB,Third Century Bancorp,OTCBB
TDCH,30DC Inc,OTC
TDCP,3dicon Corp,OTC
TDF,Templeton Dragon Fund Inc,NYSE
TDG,Transdigm Group Inc,NYSE
TDII,Triad Industries Inc,
TDKM,TDK Mediactive Inc,
TDS,Telephone & Data Systems Inc,NYSE
TDW,Tidewater Inc,NYSE
TDWV,Tidalwave Holdings Inc,
TDY,Teledyne Technologies Inc,NYSE
TDYT,Thermodynetics Inc,OTC
TE,Teco Energy Inc,NYSE
TE,Toledo Edison Co,NYSE
TEA,Teavana Holdings Inc,NYSE
TEAM,Techteam Global Inc,
TEAR,Tearlab Corp,NASDAQ
TEC,Teton Energy Corp,NASDAQ
TECD,Tech Data Corp,NASDAQ
TECH,Techne Corp,NASDAQ
TECM,Ultra Care Inc,
TECO,Treaty Energy Corp,OTC
TECUA,Tecumseh Products Co,NASDAQ
TEDG,China Biopharma Inc,
TEDG,Teen Education Group Inc,
TEEE,Golf Rounds Com Inc,OTC
TEEX,Treasure Explorations Inc,
TEG,Integrys Energy Group Inc,NYSE
TEGN,Vu1 Corp,
TEGY,Transact Energy Corp,OTC
TEI,Templeton Emerging Markets Income Fund,NYSE
TEJS,Tejas Inc,
TEK,Tektronix Inc,
TEKC,Teknowledge Corp,
TEL,Te Connectivity LTD,NYSE
TELK,Telik Inc,NASDAQ
TELOZ,Tel Offshore Trust,OTC
TELT,Teltronics Inc,
TEN,Tenneco Inc,NYSE
TENF,Tenfold Corp,
TENG,Trans Energy Inc,OTC
TENT,Fox & Hound Restaurant Group,
TEP,Tallgrass Energy Partners LP,NYSE
TER,Teradyne Inc,NYSE
TERA,Teraforce Technology Corp,OTC
TERN,Terayon Communication Systems,
TES,American Telecom Services Inc,NYSE MKT
TESI,Tangram Enterprise Solutions Inc,
TESO,Tesco Corp,NASDAQ
TESS,Tessco Technologies Inc,NASDAQ
TEST,Sterling Electronics Corp,
TEVE,Telvue Corp,OTC
TEX,Terex Corp,NYSE
TEXG,Terax Energy Inc,OTC
TF,Thai Capital Fund Inc,NYSE MKT
TFAC,Twin Faces East Entertainment Corp,
TFC,Shelton Greater China Fund,
TFCO,Tufco Technologies Inc,NASDAQ
TFCT,21ST Century Technologies Inc,
TFDI,Film Department Holdings Inc,NASDAQ
TFER,Titan Iron Ore Corp,OTCBB
TFF,Technology Flavors & Fragrances Inc,
TFHD,24holdings Inc,
TFHIZ,Transfinancial Holdings Inc,
TFIN,Team Financial Inc,
TFM,Fresh Market Inc,NASDAQ
TFN,Telava Networks Inc,
TFSI,Three Five Systems Inc,
TFSL,TFS Financial Corp,NASDAQ
TFSM,24,
TFX,Teleflex Inc,NYSE
TG,Tredegar Corp,NYSE
TGC,Tengasco Inc,NYSE MKT
TGE,TGC Industries Inc,NASDAQ
TGEN,Ampliphi Biosciences Corp,NASDAQ
TGEN,Tecogen Inc,NASDAQ
TGFIN,Tgfin Holdings Inc,
TGI,Triumph Group Inc,NYSE
TGIC,Triad Guaranty Inc,
TGIS,Thomas Group Inc,
TGLO,Theglobe Com Inc,OTC
TGLP,Tongli Pharmaceuticals USA Inc,OTCBB
TGLS,Tecnoglass Inc,NASDAQ
TGN,Texas Genco Holdings Inc,NYSE
TGPC,Momentum Biofuels Inc,
TGSI,Trans Global Services Inc,
TGT,Target Corp,NYSE
TGT,Target Receivables Corp,NYSE
TGTL,Tiger Telematics Inc,
TGTX,TG Therapeutics Inc,NASDAQ
TGWC,360 Global Wine Co,
TGX,Theragenics Corp,NYSE
TGY,Tremisis Energy Acquisition Corp II,NYSE MKT
THAI,Index Oil & Gas Inc,
THAN,Thane International Inc,
THC,Tenet Healthcare Corp,NYSE
THCX,Hockey Co,
THDO,3do Co,
THE,Todco,NYSE
THER,Therasense Inc,
THFC,Technol Fuel Conditioners Inc,
THFF,First Financial Corp,NASDAQ
THG,Hanover Insurance Group Inc,NYSE
THI,Tim Hortons Inc,NYSE
THK,Inuvo Inc,NYSE MKT
THLD,Threshold Pharmaceuticals Inc,NASDAQ
THM,International Tower Hill Mines LTD,NYSE MKT
THMD,Victor Technologies Group Inc,NASDAQ
THME,Thermoelastic Technologies Inc,
THMG,Thunder Mountain Gold Inc,OTC
THO,Thor Industries Inc,NYSE
THOR,Thoratec Corp,NASDAQ
THPHF,Thinkpath Inc,OTC
THQI,THQ Inc,
THR,Thermon Group Holdings Inc,NYSE
THRD,TF Financial Corp,NASDAQ
THRX,Theravance Inc,NASDAQ
THS,Treehouse Foods Inc,NYSE
THST,Truett-hurst Inc,NASDAQ
THTI,THT Heat Transfer Technology Inc,NASDAQ
THTL,Thistle Group Holdings Co,
THV,Thermoview Industries Inc,
THVB,Thomasville Bancshares Inc,OTC
THWI,Seaospa Inc,OTC
THX,Houston Exploration Co,NYSE
TIBB,Tib Financial Corp,
TIBX,Tibco Software Inc,NASDAQ
TICC,Ticc Capital Corp,NASDAQ
TIDC,Total Identity Corp,
TIDE,Tidelands Oil & Gas Corp,OTC
TIDE,Tidelands Oil & Gas Corp,OTC
TIE,Titanium Metals Corp,
TIER,Official Payments Holdings Inc,NASDAQ
TIF,Tiffany & Co,NYSE
TIGE,Whitney Information Network Inc,OTC
TIGR,Tigerlogic Corp,NASDAQ
TII,Thomas Industries Inc,
TIII,Tii Network Technologies Inc,
TIK,Tel Instrument Electronics Corp,NYSE MKT
TIL,Trans-india Acquisition Corp,NYSE MKT
TILE,Interface Inc,NASDAQ
TIN,Temple Inland Inc,NYSE
TINY,Harris & Harris Group Inc,NASDAQ
TIPRX,Total Income Plus Real Estate Fund,
TIS,Orchids Paper Products Co,NYSE MKT
TISDZ,Treasure Island Royalty Trust,OTC
TISI,Team Inc,NYSE
TISI,Lga Holdings Inc,NYSE
TITN,Titan Machinery Inc,NASDAQ
TITT,Titan Technologies Inc,OTC
TIV,Tri Valley Corp,NYSE MKT
TIVO,Tivo Inc,NASDAQ
TIXC,Tix Corp,OTC
TIXX,Tickets Com Inc,
TJX,TJX Companies Inc,NYSE
TKCI,Keith Companies Inc,
TKCRF,Tikcro Technologies LTD,
TKER,Tasker Products Corp,
TKF,Turkish Investment Fund Inc,NYSE
TKGN,Tekoil & Gas Corp,
TKLC,Tekelec,
TKNK,Teknik Digital Arts Inc,OTC
TKOI,Telkonet Inc,OTC
TKR,Timken Co,NYSE
TKSS,Premier Brands Inc,
TKTM,Ticketmaster,NASDAQ
TKTX,Transkaryotic Therapies Inc,
TLAB,Tellabs Inc,NASDAQ
TLB,Talbots Inc,NYSE
TLCB,Telco Blue Inc,
TLCC,Transderm Laboratories Corp,
TLCO,Teleconnect Inc,OTC
TLCR,Talecris Biotherapeutics Holdings Corp,NASDAQ
TLCV,TLC Vision Corp,
TLDG,Teledigital Inc,OTC
TLEI,Total Luxury Group Inc,
TLEO,Taleo Corp,
TLF,Tandy Leather Factory Inc,NASDAQ
TLGB,Teleglobe International Holdings LTD,
TLGD,Tollgrade Communications Inc,
TLI,LMP Corporate Loan Fund Inc,NYSE
TLKP,Talkpoint Communications Inc,
TLL,Teletouch Communications Inc,NYSE ARCA
TLLP,Tesoro Logistics LP,NYSE
TLNT,Telenetics Corp,
TLOG,Tetralogic Pharmaceuticals Corp,NASDAQ
TLON,Talon Therapeutics Inc,NYSE MKT
TLP,Transmontaigne Partners LP,NYSE
TLRK,Tularik Inc,
TLSRP,Telos Corp,OTC
TLST,Telesis Technology Corp,
TLWS,China Modern Agricultural Information Inc,
TLXT,Telemetrix Inc,
TLYH,Premier Wealth Management Inc,
TLYS,Tillys Inc,NYSE
TMA,TMST Inc,NYSE
TMAK,Touchmark Bancshares Inc,OTC
TMAS,Timco Aviation Services Inc,
TMAX,Trans Max Technologies Inc,
TMBS,Timberline Software Corporation,
TMBT,Timebeat Com Enterprises Inc,
TMCI,Tombstone Cards Inc,
TMCV,Temecula Valley Bancorp Inc,OTC
TMED,Trimedyne Inc,OTC
TMEG,Trimedia Entertainment Group Inc,OTC
TMEN,Thermoenergy Corp,OTC
TMFZ,TMSF Holdings Inc,
TMG,Transmontaigne Inc,NYSE
TMGG,Tintic Gold Mining Co,OTC
TMH,Team Health Holdings Inc,NYSE
TMHC,Taylor Morrison Home Corp,NYSE
TMI,China Mediaexpress Holdings Inc,
TMK,Torchmark Corp,NYSE
TMLL,Third Millennium Industries Inc,OTC
TMLN,Timeline Inc,
TMMME,T3 Motion Inc,NYSE
TMNG,Management Network Group Inc,NASDAQ
TMO,Thermo Fisher Scientific Inc,NYSE
TMOL,Trimol Group Inc,OTC
TMP,Tompkins Financial Corp,NYSE MKT
TMR,Meridian Resource Corp,
TMRK,Terremark Worldwide Inc,NASDAQ
TMS,TMS International Corp,NYSE
TMSH,Timeshare Holdings Inc,OTC
TMSS,TMS Inc,
TMTA,Transmeta Corp,
TMTM,Third Millennium Telecommunications Inc,
TMUS,Voicestream Wireless Corp,NYSE
TMUS,T-mobile US Inc,NYSE
TMWD,Tumbleweed Communications Corp,
TMXN,Transmeridian Exploration Inc,OTC
TNAV,Telenav Inc,NASDAQ
TNB,Thomas & Betts Corp,
TNBI,Tanke Biosciences Corp,OTC
TNC,Tennant Co,NYSE
TNDM,Tandem Diabetes Care Inc,NASDAQ
TNEX,Tunex International Inc,
TNF,Tailwind Financial Inc,NYSE MKT
TNGN,Tengion Inc,OTC
TNGO,Tango Inc,NASDAQ
TNGO,Tangoe Inc,NASDAQ
TNGS,Xtrasafe Inc,OTC
TNH,Terra Nitrogen Co LP,NYSE
TNH,CF Industries Enterprises Inc,NYSE
TNH,CF Industries Sales LLC,NYSE
TNLX,Trans Lux Corp,OTC
TNM,Thomas Nelson Inc,
TNOX,Tanox Inc,
TNRK,TNR Technical Inc,OTC
TNRO,Terra Nostra Resources Corp,
TNS,TNS Inc,NYSE
TNSB,Transbotics Corp,OTC
TNSP,Tank Sports Inc,OTC
TNSX,Transaxis Inc,
TNSX,Big Tree Group Inc,
TNTD,Hpil Holding,
TNTU,Tengtu International Corp,
TNTX,T Netix Inc,
TNTY,Trunity Holdings Inc,OTCBB
TNUG,Tundra Gold Corp,OTC
TNUS,Entia Biosciences Inc,
TNVAU,Clearpoint Business Resources Inc,NASDAQ
TNVF,TNFG Corp,
TOA,Tousa Inc,NYSE
TOAK,Treaty Oak Bancorp Inc,OTC
TOBC,Tower Bancorp Inc,NASDAQ
TOD,Todd Shipyards Corp,
TODT,Taste On Demand Inc,
TOF,Tofutti Brands Inc,NYSE MKT
TOFC,Frederick Investments Williams,NASDAQ
TOFC,Tower Financial Corp,NASDAQ
TOH,Hicks Acquisition Co I Inc,NYSE MKT
TOL,Toll Brothers Inc,NYSE
TOM,Hilfiger Tommy Corp,
TOMO,Tomotherapy Inc,NASDAQ
TONE,Tierone Corp,
TONS,Novamerican Steel Inc,
TONS,Symmetry Holdings Inc,NYSE MKT
TOO,Teekay Offshore Partners LP,NYSE
TOPG,Omphalos Corp,
TOPP,Topps Co Inc,
TORA,Searchcore Inc,
TORC,Torch Offshore Inc,
TORM,Tor Minerals International Inc,NASDAQ
TORO,Toro Ventures Inc,OTC
TOTG,2-track Global Inc,
TOVC,Torvec Inc,OTC
TOWR,Tower International Inc,NYSE
TOX,Medtox Scientific Inc,
TOY,Toys R US Inc,
TPC,Tutor Perini Corp,NYSE
TPC,Suncom Wireless Holdings Inc,NYSE
TPCG,TPC Group Inc,NASDAQ
TPDI,True Product Id Inc,
TPET,Giggles N Hugs Inc,
TPGI,Thomas Properties Group Inc,NYSE
TPH,Tri Pointe Homes Inc,NYSE
TPHS,Trinity Place Holdings Inc,OTC
TPI,Tianyin Pharmaceutical Co Inc,NYSE MKT
TPIV,Tapimmune Inc,OTC
TPL,Texas Pacific Land Trust,NYSE
TPLM,Triangle Petroleum Corp,NYSE MKT
TPND,Thompson Designs Inc,OTCBB
TPNI,Pulse Network Inc,OTCBB
TPNL,3pea International Inc,OTCBB
TPO,Tarpon Industries Inc,NYSE MKT
TPOI,Touchpoint Metrics Inc,OTCBB
TPOP,Tower Properties Co,
TPP,Teppco Partners LP,
TPPH,Tapestry Pharmaceuticals Inc,
TPQC,Trinity Partners Acquistion Co Inc,
TPRE,Third Point Reinsurance LTD,NYSE
TPTH,Tripath Imaging Inc,
TPTI,Tippingpoint Technologies Inc,
TPWR,American Digital Communications Inc,
TPX,Tempur Sealy International Inc,NYSE
TPY,Tipperary Corp,
TPZ,Topaz Group Inc,NYSE
TPZ,Tortoise Power & Energy Infrastructure Fund Inc,NYSE
TQ,Cash Technologies Inc,
TQNT,Triquint Semiconductor Inc,NASDAQ
TQST,Tradequest International Inc,
TR,Tootsie Roll Industries Inc,NYSE
TRA,Terra Industries Inc,
TRAB,Kushi Resources Inc,OTC
TRAC,Track Data Corp,OTC
TRAD,Tradestation Group Inc,
TRAK,Dealertrack Technologies Inc,NASDAQ
TRB,Tribune Co,
TRBD,Turbodyne Technologies Inc,OTC
TRBN,Trubion Pharmaceuticals Inc,NASDAQ
TRBR,Equivantage Home Equity Loan Trust Series 1997-01,
TRBR,Trailer Bridge Inc,
TRBS,Texas Regional Bancshares Inc,
TRBW,Atlas Technology Group Inc,
TRBX,TRB Systems International Inc,OTC
TRBY,Torbay Holdings Inc,
TRC,Tejon Ranch Co,NYSE
TRCA,Tercica Inc,
TRCB,Two River Bancorp,NASDAQ
TRCH,Torchlight Energy Resources Inc,NASDAQ
TRCI,Technology Research Corp,
TRCR,Transcend Services Inc,
TRCY,Tri City Bankshares Corp,OTC
TRDM,Trend Mining Co,
TRDO,Intrado Inc,
TRDY,Trudy Corp,OTC
TRE,Tanzanian Royalty Exploration Corp,NYSE MKT
TREE,Lendingtree Inc,NASDAQ
TREE,Treecom Inc,NASDAQ
TREK,Trek Resources Inc,
TREN,Torrent Energy Corp,OTC
TRER,Texas Rare Earth Resources Corp,OTC
TREX,Trex Co Inc,NYSE
TRF,Templeton Russia & East European Fund Inc,NYSE
TRFC,Trafficcom Inc,
TRFG,Trimfast Group Inc,
TRFX,Traffix Inc,
TRGL,Toreador Resources Corp,
TRGM,Targeted Medical Pharma Inc,OTC
TRGP,Targa Resources Corp,NYSE
TRGT,Targacept Inc,NASDAQ
TRH,Transatlantic Holdings Inc,NYSE
TRI,Triad Hospitals Inc,NYSE
TRIDQ,Trident Microsystems Inc,
TRIN,Trinsic Inc,
TRIP,Tripadvisor Inc,NASDAQ
TRIS,Tri-s Security Corp,OTC
TRK,Speedway Motorsports Inc,NYSE
TRKN,Trikon Technologies Inc,
TRKR,Tracker Corp Of America,OTC
TRLA,Trulia Inc,NYSE
TRLG,True Religion Apparel Inc,
TRLI,Truli Media Group Inc,OTC
TRMA,Trico Marine Services Inc,
TRMB,Trimble Navigation LTD,NASDAQ
TRMH,Logan International Corp,
TRMK,Trustmark Corp,NASDAQ
TRMM,TRM Corp,
TRMR,Tremor Video Inc,NYSE
TRN,Trinity Industries Inc,NYSE
TRNI,Trans Industries Inc,
TRNO,Terreno Realty Corp,NYSE
TRNS,Transcat Inc,NASDAQ
TRNT,Transnet Corp,
TRNX,Tornier NV,NASDAQ
TROV,Trover Solutions Inc,NASDAQ
TROV,Trovagene Inc,NASDAQ
TROW,Price T Rowe Group Inc,NASDAQ
TROX,Tronox LTD,NYSE
TROY,Troy Group Inc,
TRPH,Etelos Inc,
TRPL,Contex Enterprise Group Inc,
TRPS,Tripos Inc,
TRR,TRC Companies Inc,NYSE
TRRP,Terrapin Enterprises Inc,
TRS,Trimas Corp,NASDAQ
TRSI,T,OTC
TRSN,Transnational Industries Inc,
TRST,Trustco Bank Corp N Y,NASDAQ
TRT,Trio Tech International,NYSE MKT
TRTC,Terra Tech Corp,OTCBB
TRU,Torch Energy Royalty Trust,
TRUE,Centrue Financial Corp,OTC
TRUE,Unionbancorp Inc,OTC
TRUL,Trulite Inc,OTC
TRUY,Treasury International Inc,
TRV,Travelers Companies Inc,NYSE
TRV,Thousand Trails Inc,NYSE
TRVN,Trevena Inc,NASDAQ
TRVS,Travis Boats & Motors Inc,
TRW,TRW Automotive Holdings Corp,NYSE
TRX,Tronox Inc,NYSE MKT
TRXC,Transenterix Inc,OTCBB
TRXI,TRX Inc,
TRYF,Troy Financial Corp,OTC
TRYF,Trycera Financial Inc,OTC
TRYT,Trinity3 Corp,
TRYXF,MGN Technologies Inc,OTC
TRZ,Trizec Properties Inc,NYSE
TSA,Gart Sports Co,NYSE
TSBC,TSB Financial Corp,
TSBK,Timberland Bancorp Inc,NASDAQ
TSC,Tristate Capital Holdings Inc,NASDAQ
TSCC,Technology Solutions Company,OTC
TSCO,Tractor Supply Co,NASDAQ
TSEO,Tri State 1ST Bank Inc,
TSET,China Pharma Holdings Inc,NYSE
TSFG,South Financial Group Inc,
TSG,Sabre Holdings Corp,
TSH,Teche Holding Co,NYSE MKT
TSHO,Tradeshow Marketing Co LTD,OTC
TSI,TCW Strategic Income Fund Inc,NYSE
TSIC,Tropical Sportswear International Corp,
TSIX,Tornado Gold International Corp,
TSL,Trina Solar LTD,NYSE
TSLA,Tesla Motors Inc,NASDAQ
TSLF,THL Credit Senior Loan Fund,NYSE
TSLU,Chembio Diagnostics Inc,NASDAQ
TSN,Tyson Foods Inc,NYSE
TSNI,Castillo Inc,OTC
TSNU,Cygnus Oil & Gas Corp,
TSO,Tesoro Corp,NYSE
TSOI,Therapeutic Solutions International Inc,OTC
TSPDE,Tradeshow Products Inc,
TSPT,Transcept Pharmaceuticals Inc,NASDAQ
TSRA,Investor Ab,NASDAQ
TSRA,Tessera Technologies Inc,NASDAQ
TSRE,Trade Street Residential Inc,NASDAQ
TSRI,TSR Inc,NASDAQ
TSRO,Tesaro Inc,NASDAQ
TSRX,Trius Therapeutics Inc,NASDAQ
TSS,Total System Services Inc,NYSE
TSSI,TSS Inc,OTC
TSSW,Touchstone Software Corp,
TST,Thestreet Inc,NASDAQ
TSTA,Turbosonic Technologies Inc,
TSTC,Telestone Technologies Corp,OTC
TSTF,DLH Holdings Corp,
TSTN,Turnstone Systems Inc,OTC
TSTR,Terrestar Corp,NASDAQ
TSY,Ff-tsy Holding Co II LLC,NYSE
TSYI,Terra Systems Corp,OTC
TSYS,Telecommunications Systems Inc,NASDAQ
TSYS,Telecommunication Systems Inc,NASDAQ
TTC,Toro Co,NYSE
TTDS,Triton Distribution Systems Inc,
TTEC,Teletech Holdings Inc,NASDAQ
TTEG,Turbine Truck Engines Inc,OTCBB
TTEK,Tetra Tech Inc,NASDAQ
TTEN,3tec Energy Corp,
TTES,T-3 Energy Services Inc,
TTF,Thai Fund Inc,NYSE
TTG,Tutogen Medical Inc,
TTGH,Titan Global Holdings Inc,
TTGT,Techtarget Inc,NASDAQ
TTHI,Transition Therapeutics Inc,NASDAQ
TTI,Tetra Technologies Inc,NYSE
TTII,Tree Top Industries Inc,OTCBB
TTIN,Transfer Technology International Corp,
TTLA,Tarantella Inc,
TTLO,Torotel Inc,OTC
TTMC,Touchtunes Music Corp,
